종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"093320","케이아이엔엑스","KOSDAQ","우량기업부","121000","900","0.75","122300","122400","119100","6006","723308500","590480000000","4880000"
"093640","케이알엠","KOSDAQ","투자주의환기종목(소속부없음)","3860","80","2.12","3800","3870","3755","18973","72824092","125928064860","32623851"
"073010","케이에스피","KOSDAQ","우량기업부","4540","55","1.23","4510","4650","4510","109771","504178974","182468275000","40191250"
"105330","케이엔더블유","KOSDAQ","중견기업부","5480","50","0.92","5490","5510","5390","10640","58087750","88008953440","16060028"
"053080","케이엔솔","KOSDAQ","우량기업부","11420","550","5.06","11000","11480","11000","30165","340104880","148457795940","12999807"
"199430","케이엔알시스템","KOSDAQ","기술성장기업부","26800","850","3.28","26100","27200","25350","265618","7003965975","292045308400","10897213"
"432470","케이엔에스","KOSDAQ","벤처기업부","9860","80","0.82","9730","10150","9730","4522","44704000","86487542160","8771556"
"272110","케이엔제이","KOSDAQ","우량기업부","23150","550","2.43","23100","23550","22500","37395","863877550","185787894250","8025395"
"039420","케이엘넷","KOSDAQ","중견기업부","2910","5","0.17","2910","2940","2895","45913","133976280","70290264300","24154730"
"083550","케이엠","KOSDAQ","중견기업부","3325","-10","-0.30","3335","3340","3305","11531","38303280","43061699275","12950887"
"032500","케이엠더블유","KOSDAQ","중견기업부","16230","490","3.11","15900","16410","15830","167004","2714948650","664295669070","40930109"
"225430","케이엠제약","KOSDAQ","벤처기업부","560","0","0.00","560","566","552","61481","34270393","15616748000","27887050"
"102370","케이옥션","KOSDAQ","기술성장기업부","3710","150","4.21","3580","3740","3580","44280","162140296","101020369100","27229210"
"068100","케이웨더","KOSDAQ","기술성장기업부","3180","-170","-5.07","3325","3345","3140","20136","64593585","31607972520","9939614"
"106080","케이이엠텍","KOSDAQ","중견기업부","938","-32","-3.30","970","996","936","197326","187841801","26104218266","27829657"
"455180","케이지에이","KOSDAQ","벤처기업부","3655","-85","-2.27","3740","3900","3640","73210","277147060","46662138645","12766659"
"381970","케이카","KOSPI",,"16550","-100","-0.60","16660","16690","16500","34921","578106405","807985034400","48820848"
"145270","케이탑리츠","KOSPI",,"969","0","0.00","969","969","966","34287","33189038","46570890006","48060774"
"036030","케이티알파","KOSDAQ","우량기업부","5850","30","0.52","5820","5870","5800","15164","88601075","286762805550","49019283"
"064820","케이프","KOSDAQ","우량기업부","10880","130","1.21","10890","11030","10740","128189","1397812665","336210800640","30901728"
"024880","케이피에프","KOSDAQ","우량기업부","5380","60","1.13","5320","5420","5320","84221","453385830","107689264960","20016592"
"042040","케이피엠테크","KOSDAQ","중견기업부","216","0","0.00","214","218","214","109803","23768544","42151443984","195145574"
"054410","케이피티유","KOSDAQ","중견기업부","3620","15","0.42","3605","3705","3605","12548","45711065","20729727280","5726444"
"258610","케일럼","KOSDAQ","중견기업부","1504","-11","-0.73","1515","1545","1499","14462","21797192","54873534752","36485063"
"274090","켄코아에어로스페이스","KOSDAQ","기술성장기업부","13800","2130","18.25","12450","14020","12430","2148445","28375267925","180845550000","13104750"
"402420","켈스","KONEX","일반기업부","1999","101","5.32","1800","2180","1800","1261","2280379","4695177237","2348763"
"089010","켐트로닉스","KOSDAQ","우량기업부","30500","1300","4.45","29800","30650","29600","233820","7060080150","498349351500","16339323"
"220260","켐트로스","KOSDAQ","우량기업부","7050","410","6.17","6880","7330","6680","3542904","24809622805","187236064350","26558307"
"176590","코나솔","KONEX","일반기업부","3590","75","2.13","3790","3800","3400","1032","3592055","20952614970","5836383"
"052400","코나아이","KOSDAQ","우량기업부","46900","-100","-0.21","47000","47650","46700","33885","1595673725","683018347900","14563291"
"402030","코난테크놀로지","KOSDAQ","기술성장기업부","20700","500","2.48","20650","20850","20300","20652","426248700","259112001600","12517488"
"391710","코닉오토메이션","KOSDAQ","벤처기업부","2380","95","4.16","2280","2435","2275","244156","578847899","101436718600","42620470"
"046070","코다코","KOSDAQ","관리종목(소속부없음)","10280","0","0.00","0","0","0","0","0","159196994920","15486089"
"047770","코데즈컴바인","KOSDAQ","중견기업부","2905","35","1.22","2870","2970","2865","453914","1329716250","109932758810","37842602"
"080530","코디","KOSDAQ","중견기업부","1086","-11","-1.00","1100","1103","1084","13111","14321240","60284810250","55510875"
"417310","코람코더원리츠","KOSPI",,"8550","170","2.03","8380","8590","8320","158957","1347581465","345420000000","40400000"
"357120","코람코라이프인프라리츠","KOSPI",,"4370","15","0.34","4360","4375","4340","50536","220254429","425355496980","97335354"
"104540","코렌텍","KOSDAQ","기술성장기업부","6920","820","13.44","6400","7230","6350","730987","5071594625","88477320800","12785740"
"027050","코리아나","KOSDAQ","중견기업부","2315","25","1.09","2295","2345","2290","101102","234129593","92600000000","40000000"
"007815","코리아써우","KOSPI",,"11380","490","4.50","10950","11480","10950","8374","94263980","33738172200","2964690"
"007810","코리아써키트","KOSPI",,"37900","2800","7.98","36400","38150","35650","560502","20780754175","895226462900","23620751"
"00781K","코리아써키트2우B","KOSPI",,"9460","200","2.16","9250","9460","9250","827","7804820","7413792540","783699"
"190650","코리아에셋투자증권","KOSDAQ","우량기업부","7090","0","0.00","7090","7120","7070","3880","27504590","45290920000","6388000"
"123410","코리아에프티","KOSDAQ","우량기업부","8630","0","0.00","8670","8710","8460","340738","2921197530","240268382320","27841064"
"003690","코리안리","KOSPI",,"11590","-20","-0.17","11620","11670","11550","65593","760967320","2257975749290","194821031"
"036690","코맥스","KOSDAQ","관리종목(소속부없음)","2885","0","0.00","0","0","0","0","0","45885746130","15904938"
"049430","코메론","KOSDAQ","우량기업부","14700","-30","-0.20","14730","14870","14340","18318","267410470","133005600000","9048000"
"183300","코미코","KOSDAQ GLOBAL","우량기업부","89200","5200","6.19","85800","89400","85800","79328","6978806850","933093012800","10460684"
"041960","코미팜","KOSDAQ","벤처기업부","6800","10","0.15","6810","6910","6740","76754","524072635","501559112400","73758693"
"089890","코세스","KOSDAQ","우량기업부","22900","1300","6.02","21900","23350","21900","264543","6029297400","379795629800","16584962"
"360350","코셈","KOSDAQ","기술성장기업부","7080","40","0.57","7050","7100","7030","3201","22591420","40554027600","5727970"
"189350","코셋","KONEX","일반기업부","1697","38","2.29","1411","1700","1411","230","325105","8145600000","4800000"
"082660","코스나인","KOSDAQ","관리종목(소속부없음)","480","0","0.00","0","0","0","0","0","47827617120","99640869"
"192820","코스맥스","KOSPI",,"169600","900","0.53","170000","170800","169000","16236","2754410300","1924876726400","11349509"
"044820","코스맥스비티아이","KOSPI",,"13800","-60","-0.43","13880","13990","13750","6581","91093805","132534109800","9603921"
"222040","코스맥스엔비티","KOSDAQ","중견기업부","3550","150","4.41","3405","3565","3400","55199","194158155","73229400000","20628000"
"241710","코스메카코리아","KOSDAQ","우량기업부","69700","-1200","-1.69","71100","71300","69300","26487","1853270250","744396000000","10680000"
"005070","코스모신소재","KOSPI",,"47900","1300","2.79","46950","48400","46400","124743","5918152850","1557265212400","32510756"
"005420","코스모화학","KOSPI",,"15630","250","1.63","15550","15750","15420","85939","1340215405","600320603640","38408228"
"355150","코스텍시스","KOSDAQ","벤처기업부","12110","210","1.76","12000","12280","12000","26392","321759260","94425908500","7797350"
"169670","코스텍시스템","KONEX","일반기업부","5900","0","0.00","0","0","0","0","0","16923565900","2868401"
"071950","코아스","KOSPI",,"3645","190","5.50","3500","3750","3490","53579","194566225","41804242560","11468928"
"166480","코아스템켐온","KOSDAQ","벤처기업부","1877","-13","-0.69","1890","1949","1866","423897","807029096","99237695752","52870376"
"045970","코아시아","KOSDAQ","중견기업부","5350","250","4.90","5210","5400","5130","92507","494247245","140784586600","26314876"
"196450","코아시아씨엠","KOSDAQ","중견기업부","778","-5","-0.64","791","794","770","29235","22862949","35258634796","45319582"
"384470","코어라인소프트","KOSDAQ","기술성장기업부","4155","65","1.59","4110","4350","4110","189853","805070762","74568505260","17946692"
"002020","코오롱","KOSPI",,"52000","700","1.36","51500","54100","51300","47601","2509233950","656574152000","12626426"
"138490","코오롱ENP","KOSPI",,"8420","40","0.48","8430","8460","8340","21281","178850810","319960000000","38000000"
"003070","코오롱글로벌","KOSPI",,"9350","-140","-1.48","9420","9450","9210","11334","105770370","237714016650","25423959"
"003075","코오롱글로벌우","KOSPI",,"15840","-110","-0.69","16200","16200","15560","2202","34651690","11733274080","740737"
"450140","코오롱모빌리티그룹","KOSPI",,"7290","0","0.00","0","0","0","0","0","457646152500","62777250"
"45014K","코오롱모빌리티그룹우","KOSPI",,"12200","0","0.00","0","0","0","0","0","29964664000","2456120"
"102940","코오롱생명과학","KOSDAQ","중견기업부","51400","700","1.38","50800","51500","50200","37245","1894747150","663425916600","12907119"
"002025","코오롱우","KOSPI",,"26600","100","0.38","26400","27100","26400","5660","150554100","28631974000","1076390"
"120110","코오롱인더","KOSPI",,"46350","400","0.87","46000","46500","45400","83423","3834422500","1275509867850","27519091"
"120115","코오롱인더우","KOSPI",,"25750","400","1.58","25350","25750","25350","15051","385151950","71272395000","2767860"
"950160","코오롱티슈진","KOSDAQ","외국기업(소속부없음)","74800","100","0.13","75700","77550","74200","249932","18971909550","6224950622000","83221265"
"021240","코웨이","KOSPI",,"89600","900","1.01","90000","90200","88400","49401","4423940600","6443058316800","71909133"
"056360","코위버","KOSDAQ","벤처기업부","5340","90","1.71","5240","5420","5240","12008","64106685","52314912000","9796800"
"282880","코윈테크","KOSDAQ","우량기업부","16610","-50","-0.30","17100","17100","15750","173999","2899801025","190506235700","11469370"
"121850","코이즈","KOSDAQ","벤처기업부","4650","140","3.10","4505","4650","4500","13756","62959500","14235589050","3061417"
"448710","코츠테크놀로지","KOSDAQ","벤처기업부","16730","320","1.95","16650","16770","16480","30123","501574570","88009653970","5260589"
"126730","코칩","KOSDAQ","벤처기업부","14890","390","2.69","14700","15080","14700","63135","943635920","126616519400","8503460"
"015710","코콤","KOSDAQ","중견기업부","3615","0","0.00","3615","3630","3585","9058","32676238","63372757500","17530500"
"052330","코텍","KOSDAQ","우량기업부","8990","10","0.11","8980","9060","8880","9880","88460170","159676685110","17761589"
"322780","코퍼스코리아","KOSDAQ","중견기업부","1310","-74","-5.35","1384","1399","1290","411373","549095048","56236517090","42928639"
"036420","콘텐트리중앙","KOSPI",,"10000","90","0.91","9920","10100","9850","24491","244086560","192623080000","19262308"
"200130","콜마비앤에이치","KOSDAQ GLOBAL","우량기업부","13230","40","0.30","13200","13250","13110","14950","197454595","389167832340","29415558"
"024720","콜마홀딩스","KOSPI",,"9970","30","0.30","10000","10030","9850","31601","314673975","341933702230","34296259"
"294570","쿠콘","KOSDAQ","우량기업부","28550","800","2.88","28450","29200","28450","44168","1271883675","288118948600","10091732"
"192400","쿠쿠홀딩스","KOSPI",,"30100","-200","-0.66","30450","30450","29550","15832","474714525","1070421768500","35562185"
"284740","쿠쿠홈시스","KOSPI",,"25700","0","0.00","25750","25900","25350","15391","394603675","576639381000","22437330"
"464490","쿼드메디슨","KOSDAQ","기술성장기업부","18670","-1180","-5.94","19820","20750","18670","1150665","22790055885","211744740810","11341443"
"317690","퀀타매트릭스","KOSDAQ","기술성장기업부","4490","90","2.05","4600","4695","4420","250191","1145673288","87900824290","19577021"
"227100","퀀텀온","KOSDAQ","관리종목(소속부없음)","612","0","0.00","0","0","0","0","0","14770119384","24134182"
"432720","퀄리타스반도체","KOSDAQ","기술성장기업부","13510","410","3.13","13510","13650","13420","51898","703075685","191072092120","14143012"
"456190","큐라켐","KONEX","일반기업부","7000","0","0.00","0","0","0","0","0","12280002000","1754286"
"365270","큐라클","KOSDAQ","기술성장기업부","7230","260","3.73","7000","7430","7000","253569","1835919270","151896190650","21009155"
"348080","큐라티스","KOSDAQ","투자주의환기종목(소속부없음)","1174","-192","-14.06","1384","1414","1100","1186026","1449593851","96017696156","81786794"
"060280","큐렉소","KOSDAQ","중견기업부","13370","880","7.05","12950","13570","12850","707683","9392859495","549373166300","41089990"
"372320","큐로셀","KOSDAQ","기술성장기업부","44600","-100","-0.22","44950","45000","43750","42666","1890706900","643694584400","14432614"
"051780","큐로홀딩스","KOSDAQ","중견기업부","1158","-38","-3.18","1214","1240","1153","347794","415535371","26914519710","23242245"
"115180","큐리언트","KOSDAQ","벤처기업부","27350","-1350","-4.70","28950","29000","26950","125804","3463400700","983361017650","35954699"
"494120","큐리오시스","KOSDAQ","기술성장기업부","62100","-800","-1.27","63500","65900","61900","144653","9189954550","472337692200","7606082"
"445680","큐리옥스바이오시스템즈","KOSDAQ","기술성장기업부","100000","-4000","-3.85","104300","104600","98800","166430","16729645450","1711983300000","17119833"
"182360","큐브엔터","KOSDAQ","우량기업부","13410","80","0.60","13350","13460","13240","14025","187625650","208523475090","15549849"
"405100","큐알티","KOSDAQ","우량기업부","15950","850","5.63","15280","16140","15280","95054","1500724185","196014350950","12289301"
"066310","큐에스아이","KOSDAQ","벤처기업부","7430","170","2.34","7240","7450","7240","18830","138931975","68888144030","9271621"
"136660","큐엠씨","KONEX","일반기업부","1200","-75","-5.88","1300","1300","1100","1183","1306120","2833140000","2360950"
"016600","큐캐피탈","KOSDAQ","벤처기업부","247","-2","-0.80","250","252","244","280591","69287247","44027036664","178247112"
"355390","크라우드웍스","KOSDAQ","기술성장기업부","3830","25","0.66","3820","3910","3795","71514","274279433","52100164080","13603176"
"264900","크라운제과","KOSPI",,"8990","-50","-0.55","9050","9070","8990","2247","20253395","112589411500","12523850"
"26490K","크라운제과우","KOSPI",,"10120","-40","-0.39","10250","10250","10010","2767","27877935","7828427200","773560"
"005740","크라운해태홀딩스","KOSPI",,"7090","-50","-0.70","7100","7190","7070","17031","121000530","105267690230","14847347"
"005745","크라운해태홀딩스우","KOSPI",,"8320","20","0.24","8320","8320","8310","177","1471190","4998040320","600726"
"259960","크래프톤","KOSPI",,"247000","0","0.00","249000","250000","246500","19089","4731471250","11708289307000","47401981"
"096240","크레버스","KOSDAQ","우량기업부","12900","-80","-0.62","13050","13070","12900","25368","329057840","143682522000","11138180"
"040350","크레오에스지","KOSDAQ","투자주의환기종목(소속부없음)","631","-61","-8.82","686","704","625","663558","438443834","61587279091","97602661"
"215570","크로넥스","KONEX","일반기업부","899","108","13.65","900","900","750","10392","7855099","5097756126","5670474"
"110790","크리스에프앤씨","KOSDAQ","우량기업부","4115","-50","-1.20","4180","4200","4090","26699","109879725","96418400400","23430960"
"900250","크리스탈신소재","KOSDAQ","외국기업(소속부없음)","720","-3","-0.41","723","734","715","480890","346752892","94060802880","130640004"
"045520","크린앤사이언스","KOSDAQ","중견기업부","4195","735","21.24","3430","4420","3430","494261","2055260859","27267500000","6500000"
"214150","클래시스","KOSDAQ GLOBAL","우량기업부","56500","-1200","-2.08","57800","57900","56400","82784","4701727250","3701069733500","65505659"
"466100","클로봇","KOSDAQ","기술성장기업부","69000","3700","5.67","66600","72300","65300","5794987","403251137150","1724457591000","24992139"
"237880","클리오","KOSDAQ","우량기업부","13550","60","0.44","13460","13680","13460","22707","307746395","244866833150","18071353"
"139670","키네마스터","KOSDAQ","중견기업부","1995","0","0.00","1995","2000","1992","19200","38312217","28167025950","14118810"
"020120","키다리스튜디오","KOSPI",,"3475","0","0.00","3475","3510","3450","33065","114443672","128796586850","37063766"
"475430","키스트론","KOSDAQ","중견기업부","5080","95","1.91","5040","5150","5000","108827","552421925","90668398800","17848110"
"487720","키움제10호스팩","KOSDAQ","SPAC(소속부없음)","2085","0","0.00","2075","2085","2075","354","734730","8819550000","4230000"
"489480","키움제11호스팩","KOSDAQ","SPAC(소속부없음)","2035","0","0.00","2035","2035","2035","50","101750","13431000000","6600000"
"039490","키움증권","KOSPI",,"297000","500","0.17","298000","299000","293000","34909","10369704000","7937136108000","26724364"
"466690","키움히어로제1호스팩","KOSDAQ","SPAC(소속부없음)","1993","8","0.40","1985","1995","1985","134133","266757273","10154335000","5095000"
"054780","키이스트","KOSDAQ","중견기업부","3485","-105","-2.92","3690","3690","3460","122423","432832520","68507408605","19657793"
"256940","킵스파마","KOSDAQ","벤처기업부","10900","-500","-4.39","11430","11690","10800","50317","561680660","218851802300","20078147"
"336040","타스컴","KONEX","일반기업부","2800","-400","-12.50","3000","3000","2720","525","1450800","15995868000","5712810"
"219130","타이거일렉","KOSDAQ","중견기업부","21350","1150","5.69","20450","21350","20450","20789","437638275","134810091500","6314290"
"346010","타이드","KONEX","일반기업부","700","0","0.00","0","0","0","0","0","3402043400","4860062"
"318660","타임기술","KONEX","일반기업부","7610","0","0.00","0","0","0","0","0","16377488610","2152101"
"476710","타조이엔터테인먼트","KONEX","일반기업부","16450","0","0.00","0","0","0","0","0","16450000000","1000000"
"434190","탈로스","KONEX","일반기업부","4285","-10","-0.23","4295","4295","4005","10","41180","31578024690","7369434"
"336680","탑런토탈솔루션","KOSDAQ","중견기업부","4170","40","0.97","4095","4245","4095","31742","132405332","163236976860","39145558"
"360070","탑머티리얼","KOSDAQ","우량기업부","21600","200","0.93","21300","21900","21300","7425","160630325","175932928800","8145043"
"180060","탑선","KONEX","일반기업부","7170","-20","-0.28","7200","7200","6850","1171","8158540","67022765220","9347666"
"065130","탑엔지니어링","KOSDAQ","중견기업부","3365","35","1.05","3330","3400","3330","6918","23260670","54952071930","16330482"
"134580","탑코미디어","KOSDAQ","중견기업부","2050","0","0.00","2050","2125","2020","11743","23985814","101053005450","49294149"
"014580","태경비케이","KOSPI",,"4910","45","0.92","4865","4930","4865","42030","206217012","135433021000","27583100"
"015890","태경산업","KOSPI",,"5310","30","0.57","5280","5340","5280","50801","269913850","155204662500","29228750"
"006890","태경케미컬","KOSPI",,"8440","-30","-0.35","8470","8490","8420","8163","69051670","97904000000","11600000"
"023160","태광","KOSDAQ","우량기업부","23200","-950","-3.93","24200","24350","23200","203931","4820071425","614800000000","26500000"
"003240","태광산업","KOSPI",,"778000","9000","1.17","778000","788000","770000","490","380959000","866225200000","1113400"
"011280","태림포장","KOSPI",,"1994","18","0.91","1976","2000","1970","87835","174346400","141187044360","70805940"
"323280","태성","KOSDAQ","중견기업부","48600","700","1.46","48300","48700","47450","206647","9934525400","1482335478000","30500730"
"053620","태양","KOSDAQ","우량기업부","6650","-10","-0.15","6670","6670","6570","1296","8561300","57190000000","8600000"
"052960","태양3C","KONEX","일반기업부","4090","190","4.87","4090","4090","4090","1","4090","19988149020","4887078"
"004100","태양금속","KOSPI",,"2380","-25","-1.04","2405","2485","2350","219360","530825727","87346000000","36700000"
"004105","태양금속우","KOSPI",,"3555","-50","-1.39","3560","3750","3525","31086","111431460","11731500000","3300000"
"116100","태양기계","KONEX","일반기업부","593","42","7.62","593","593","593","52","30836","4411911698","7439986"
"009410","태영건설","KOSPI",,"1732","-1","-0.06","1750","1775","1722","235736","410918494","515426015096","297590078"
"009415","태영건설우","KOSPI",,"18900","0","0.00","0","0","0","0","0","12284508600","649974"
"044490","태웅","KOSDAQ","우량기업부","27350","-350","-1.26","28000","28100","27250","75900","2099380650","547201870350","20007381"
"124560","태웅로직스","KOSDAQ","우량기업부","2700","-15","-0.55","2715","2730","2700","76492","207482182","104546189700","38720811"
"001420","태원물산","KOSPI",,"3660","0","0.00","3640","3705","3595","2477","8968480","27816000000","7600000"
"191420","테고사이언스","KOSDAQ","벤처기업부","15990","210","1.33","16130","16130","15780","6734","107842460","129660255660","8108834"
"950250","테라뷰","KOSDAQ","기술성장기업부","9650","-410","-4.08","10150","10270","9560","1291221","12847323535","342746104150","35517731"
"073640","테라사이언스","KOSDAQ","관리종목(소속부없음)","654","0","0.00","0","0","0","0","0","69571715580","106378770"
"066700","테라젠이텍스","KOSDAQ","벤처기업부","3285","35","1.08","3220","3390","3135","270319","879891133","122045555160","37152376"
"095610","테스","KOSDAQ","우량기업부","40250","1700","4.41","39400","40750","39150","144967","5816394775","795671096500","19768226"
"055490","테이팩스","KOSPI",,"14710","0","0.00","14710","14820","14580","8781","128690000","70161551500","4769650"
"308700","테크엔","KONEX","일반기업부","199","0","0.00","0","0","0","0","0","1472600000","7400000"
"064520","테크엘","KOSDAQ","중견기업부","1683","21","1.26","1662","1692","1646","28239","47044263","37616837346","22351062"
"089030","테크윙","KOSDAQ","중견기업부","44200","3150","7.67","42150","44400","42150","438445","19046276075","1637771109000","37053645"
"258050","테크트랜스","KONEX","일반기업부","410","-72","-14.94","410","410","410","49021","20098610","4569839090","11145949"
"054450","텔레칩스","KOSDAQ","우량기업부","13840","730","5.57","13250","13890","13250","97947","1333865990","209596184720","15144233"
"078000","텔코웨어","KOSPI",,"15310","40","0.26","15380","15660","15250","26006","398378960","141465578870","9240077"
"200230","텔콘RF제약","KOSDAQ","중견기업부","964","9","0.94","971","1005","957","332563","324237778","66056685812","68523533"
"214420","토니모리","KOSPI",,"8700","190","2.23","8570","8760","8570","46619","405714090","209276751300","24054799"
"393210","토마토시스템","KOSDAQ","기술성장기업부","5360","140","2.68","5220","5420","5220","61783","330702685","83693955840","15614544"
"475960","토모큐브","KOSDAQ","기술성장기업부","49350","-500","-1.00","50000","51800","48650","212614","10567615925","657429546900","13321774"
"215480","토박스코리아","KOSDAQ","중견기업부","2035","-5","-0.25","2140","2140","2035","8327","17025040","18681300000","9180000"
"051360","토비스","KOSDAQ","우량기업부","15920","-180","-1.12","16100","16100","15880","25660","409507480","251966763360","15827058"
"045340","토탈소프트","KOSDAQ","벤처기업부","7290","150","2.10","7150","7430","7140","31920","233702920","62388111600","8558040"
"108230","톱텍","KOSDAQ","우량기업부","4910","50","1.03","4900","4950","4860","44669","220226951","186694132950","38023245"
"079970","투비소프트","KOSDAQ","관리종목(소속부없음)","596","0","0.00","0","0","0","0","0","7646223464","12829234"
"199800","툴젠","KOSDAQ","기술성장기업부","51200","1100","2.20","51800","53300","50700","27051","1409390400","459176192000","8968285"
"417790","트루엔","KOSDAQ","벤처기업부","8420","0","0.00","8440","8450","8350","16550","139076660","88143852220","10468391"
"290090","트윔","KOSDAQ","벤처기업부","7530","60","0.80","7480","7630","7470","4296","32359810","56025218040","7440268"
"026150","특수건설","KOSDAQ","중견기업부","6300","-20","-0.32","6280","6390","6240","91673","577259595","110541885300","17546331"
"464280","티디에스팜","KOSDAQ","중견기업부","10350","80","0.78","10530","10790","10260","80108","847848655","57235500000","5530000"
"117730","티로보틱스","KOSDAQ","벤처기업부","20600","2280","12.45","18640","21450","18500","2737161","55931262925","448679309400","21780549"
"033830","티비씨","KOSDAQ","중견기업부","623","0","0.00","626","627","619","17826","11095223","62300000000","100000000"
"057680","티사이언티픽","KOSDAQ","벤처기업부","756","5","0.67","753","763","742","135931","102127733","53863866756","71248501"
"204610","티쓰리","KOSDAQ","벤처기업부","1863","13","0.70","1868","1876","1851","81801","152492087","109342674360","58691720"
"125020","티씨머티리얼즈","KOSDAQ","중견기업부","4040","225","5.90","3860","4100","3860","694155","2777400513","141555742000","35038550"
"064760","티씨케이","KOSDAQ GLOBAL","우량기업부","146600","5800","4.12","143500","147500","141600","25788","3745314550","1711555000000","11675000"
"246710","티앤알바이오팹","KOSDAQ","기술성장기업부","4535","445","10.88","4150","4600","4135","1491804","6633692207","207933541260","45850836"
"340570","티앤엘","KOSDAQ","우량기업부","46800","750","1.63","46500","47000","45850","9831","456966200","380390400000","8128000"
"043220","티에스넥스젠","KOSDAQ","관리종목(소속부없음)","1710","0","0.00","0","0","0","0","0","27227331360","15922416"
"277880","티에스아이","KOSDAQ","우량기업부","5050","-40","-0.79","5100","5150","5010","100176","509244900","102041552400","20206248"
"131290","티에스이","KOSDAQ","우량기업부","56200","2900","5.44","54800","57100","53800","41800","2328019350","621652309800","11061429"
"019180","티에이치엔","KOSPI",,"7770","-80","-1.02","7750","7900","7650","172321","1336101080","139860000000","18000000"
"425420","티에프이","KOSDAQ","우량기업부","37850","2600","7.38","36200","38050","36200","113537","4242777575","452712873500","11960710"
"484810","티엑스알로보틱스","KOSDAQ","중견기업부","15790","760","5.06","15100","16000","14920","188804","2948106975","243969947850","15450915"
"131100","티엔엔터테인먼트","KOSDAQ","중견기업부","1282","4","0.31","1272","1296","1268","8520","10947925","41340300168","32246724"
"356860","티엘비","KOSDAQ","우량기업부","62800","3100","5.19","61500","64000","60600","203209","12699657000","617489164000","9832630"
"413300","티엘엔지니어링","KONEX","일반기업부","2100","100","5.00","2245","2245","1700","22","38345","2838181500","1351515"
"217590","티엠씨","KOSPI",,"18100","-110","-0.60","18400","18850","17870","823504","15103887790","436105472500","24094225"
"363280","티와이홀딩스","KOSPI",,"2795","5","0.18","2770","2830","2760","29049","80893752","140949804060","50429268"
"36328K","티와이홀딩스우","KOSPI",,"5190","-10","-0.19","5200","5260","5190","4752","24726870","6451242660","1243014"
"321550","티움바이오","KOSDAQ","기술성장기업부","6040","-130","-2.11","6310","6310","6020","47640","289380370","172008551480","28478237"
"091810","티웨이항공","KOSPI",,"1477","53","3.72","1424","1490","1424","264333","386030535","401991877525","272167825"
"004870","티웨이홀딩스","KOSPI",,"512","-4","-0.78","511","527","505","200587","103304304","57939708928","113163494"
"425040","티이엠씨","KOSDAQ","기술성장기업부","7730","300","4.04","7650","7920","7650","95866","744024420","164873803860","21329082"
"241790","티이엠씨씨엔에스","KOSDAQ","우량기업부","6760","130","1.96","6640","6820","6640","6838","46291020","67617805840","10002634"
"022220","티케이지애강","KOSDAQ","중견기업부","737","-5","-0.67","735","746","735","26608","19706217","38172604723","51794579"
"104480","티케이케미칼","KOSDAQ","우량기업부","1625","11","0.68","1614","1630","1614","69847","113395813","147705080250","90895434"
"081150","티플랙스","KOSDAQ","우량기업부","2865","40","1.42","2825","2875","2825","22890","65364005","69528971730","24268402"
"130740","티피씨글로벌","KOSDAQ","중견기업부","1854","11","0.60","1895","1895","1843","21363","39579691","20906962866","11276679"
"217880","틸론","KONEX","일반기업부","1950","46","2.42","1999","1999","1900","885","1755664","20918215500","10727290"
"084730","팅크웨어","KOSDAQ","우량기업부","8010","-80","-0.99","8080","8140","7920","11346","91443700","88986486240","11109424"
"440110","파두","KOSDAQ","기술성장기업부","21250","0","0.00","0","0","0","0","0","1051732476250","49493293"
"034230","파라다이스","KOSPI",,"16830","60","0.36","16780","16860","16650","240927","4033191875","1555185557970","92405559"
"288330","파라택시스코리아","KOSDAQ","관리종목(소속부없음)","845","-44","-4.95","861","898","833","755145","643330831","74026955080","87605864"
"033540","파라텍","KOSDAQ","중견기업부","1120","-16","-1.41","1149","1149","1114","78462","87936660","42281190560","37751063"
"388870","파로스아이바이오","KOSDAQ","기술성장기업부","10430","-560","-5.10","11320","11440","10210","350494","3726541070","135026070760","12945932"
"043200","파루","KOSDAQ","벤처기업부","782","-8","-1.01","790","820","777","143894","113576100","32690974330","41804315"
"214450","파마리서치","KOSDAQ GLOBAL","우량기업부","399500","18000","4.72","394500","404500","389000","85107","33994465250","4150664376000","10389648"
"217950","파마리서치바이오","KONEX","일반기업부","33350","3250","10.80","31000","33350","30300","9363","304386600","139511054000","4183240"
"208340","파멥신","KOSDAQ","관리종목(소속부없음)","2915","0","0.00","0","0","0","0","0","233786229820","80201108"
"005690","파미셀","KOSPI",,"15265","265","1.77","15290","15630","15170","592967","9104412250","916158955460","60016964"
"177830","파버나인","KOSDAQ","우량기업부","2820","-35","-1.23","2840","2850","2810","11913","33709755","38052941820","13493951"
"037070","파세코","KOSDAQ","중견기업부","7570","-280","-3.57","7810","7850","7500","53884","411234005","151400000000","20000000"
"150900","파수","KOSDAQ","벤처기업부","4525","0","0.00","4525","4580","4500","17850","81175195","52939884550","11699422"
"037030","파워넷","KOSDAQ","우량기업부","2690","-5","-0.19","2700","2725","2645","58434","157581495","67787779420","25199918"
"047310","파워로직스","KOSDAQ","중견기업부","4305","45","1.06","4355","4355","4260","64547","277581112","157609300275","36610755"
"266870","파워풀엑스","KONEX","일반기업부","300","0","0.00","300","300","291","14338","4276758","1922604000","6408680"
